"Year","Age_Group","Race_Ethnicity","First_Degree_History","Age_Menarche","Age_First_Birth","Breast_Density","Hormone_Replacement_Therapy","Menopause_Status","BMI_Group","Biopsy_History","Breast_Cancer_History","Count"
2017,"60-64","Non-Hispanic White","No","12-13","<20","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
2014,"40-44","Non-Hispanic Black","No","12-13","Nulliparous","Almost entirely fat","No","Pre- or Peri-menopausal","35+","Yes","No",1
2016,"70-74","Non-Hispanic White","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",32
2013,"65-69","Hispanic","No","12-13","20-24","Extremely dense","No","Post-menopausal","10-24.99","No","No",1
2015,"45-49","Non-Hispanic Black","No","12-13","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","Yes","No",3
2016,"40-44","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",26
2015,"55-59","Non-Hispanic White","Yes","12-13",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",24
2013,">85","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
2014,"75-79","Non-Hispanic Black","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
2017,"55-59","Non-Hispanic Black","Yes","12-13",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
2016,"55-59","Non-Hispanic White","Yes",">14",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","Yes",1
2017,"45-49","Hispanic","No","<12","<20","Extremely dense","No","Post-menopausal","30-34.99","No","No",1
2014,"40-44","Other/Mixed","No","12-13","25-29","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","No","No",1
2015,"45-49","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",15
2015,"55-59","Non-Hispanic White","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",33
2014,"30-34","Non-Hispanic White","Yes","12-13","25-29","Extremely dense","No","Pre- or Peri-menopausal","30-34.99","Yes","No",1
2017,"55-59","Non-Hispanic Black","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",8
2017,"45-49","Non-Hispanic White","No",">14","Nulliparous","Extremely dense","Yes","Post-menopausal","10-24.99","Yes","No",1
2013,">85","Non-Hispanic White","Yes","12-13","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",2
2015,"45-49","Non-Hispanic White","No",">14",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",316
2014,"55-59","Asian/Pacific Islander","No","12-13",">30","Extremely dense","Yes","Post-menopausal","10-24.99","No","No",1
2014,"55-59","Non-Hispanic Black","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",1
2016,"40-44","Non-Hispanic Black","Yes",">14","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
2014,"40-44","Asian/Pacific Islander","No",">14","<20","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",2
2015,"60-64","Non-Hispanic White","Yes","12-13","25-29","Extremely dense","No","Post-menopausal","10-24.99","No","No",7
2015,"60-64","Non-Hispanic White","No","<12","<20","Extremely dense","No","Post-menopausal","30-34.99","No","No",1
2014,"70-74","Non-Hispanic White","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","No","Yes",2
2016,"65-69","Non-Hispanic White","No","<12",">30","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",2
2017,"40-44","Non-Hispanic White","No","<12",">30","Extremely dense","No","Surgical Menopause","25-29.99","No","No",1
2015,"45-49","Other/Mixed","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",1
2013,"65-69","Asian/Pacific Islander","No",">14","25-29","Heterogeneously dense","Yes","Post-menopausal","25-29.99","No","No",1
2017,"75-79","Asian/Pacific Islander","No","12-13",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
2015,"55-59","Hispanic","No",">14","Nulliparous","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",1
2016,"55-59","Hispanic","No",">14",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
2015,"55-59","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",22
2016,"50-54","Non-Hispanic White","Yes","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","Yes","No",2
2015,"80-84","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Post-menopausal","10-24.99","Yes","No",1
2016,"40-44","Non-Hispanic Black","No",">14",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",6
2015,">85","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
2017,"75-79","Asian/Pacific Islander","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
2017,"65-69","Non-Hispanic White","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",13
2015,"45-49","Asian/Pacific Islander","No","12-13",">30","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","No",1
2015,"50-54","Hispanic","No",">14","<20","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","No","No",1
2016,"50-54","Asian/Pacific Islander","No","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",8
2013,"55-59","Asian/Pacific Islander","No",">14",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",3
2013,"65-69","Asian/Pacific Islander","No","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",3
2015,"50-54","Hispanic","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",2
2014,"75-79","Asian/Pacific Islander","No",">14","20-24","Extremely dense","No","Post-menopausal","25-29.99","Yes","Yes",1
2013,"65-69","Non-Hispanic White","No","<12",">30","Almost entirely fat","No","Post-menopausal","35+","Yes","No",1
2017,"35-39","Non-Hispanic Black","No","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",2
2017,"70-74","Non-Hispanic Black","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",1
2014,"80-84","Other/Mixed","Yes",">14","25-29","Scattered fibroglandular densities","Yes","Post-menopausal","25-29.99","No","No",1
2016,"50-54","Non-Hispanic Black","Yes",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","35+","No","No",1
2016,"55-59","Asian/Pacific Islander","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2016,"45-49","Native American","Yes",">14","<20","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",1
2017,"30-34","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",1
2017,"50-54","Non-Hispanic Black","No","<12",">30","Extremely dense","No","Post-menopausal","10-24.99","Yes","Yes",1
2016,"45-49","Non-Hispanic Black","Yes","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
2014,"70-74","Non-Hispanic Black","No","12-13","20-24","Scattered fibroglandular densities","Yes","Post-menopausal","30-34.99","No","No",1
2015,"80-84","Non-Hispanic White","Yes",">14","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
2015,"55-59","Non-Hispanic White","Yes","<12","Nulliparous","Almost entirely fat","No","Surgical Menopause","35+","No","No",4
2015,"80-84","Non-Hispanic Black","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",2
2014,"45-49","Non-Hispanic White","Yes",">14",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",12
2015,">85","Non-Hispanic White","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","Yes",1
2017,"55-59","Hispanic","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",13
2014,"65-69","Non-Hispanic White","Yes",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",4
2014,"55-59","Hispanic","No","12-13",">30","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","Yes","No",1
2015,"65-69","Non-Hispanic Black","No","<12","25-29","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",1
2016,"55-59","Asian/Pacific Islander","No","12-13","25-29","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","No","No",2
2013,"60-64","Non-Hispanic Black","No","12-13",">30","Scattered fibroglandular densities","Yes","Post-menopausal","25-29.99","No","No",1
2017,"30-34","Non-Hispanic White","No",">14","<20","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
2017,"65-69","Non-Hispanic Black","No","<12","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",3
2015,"45-49","Non-Hispanic Black","Yes","<12",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","Yes","No",1
2016,"50-54","Native American","No","<12","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",1
2017,"75-79","Non-Hispanic White","No","12-13","20-24","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",4
2014,"50-54","Hispanic","No",">14","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","Yes","No",2
2017,"50-54","Hispanic","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",1
2016,"45-49","Native American","No","12-13",">30","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",1
2013,"55-59","Hispanic","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",1
2017,"40-44","Non-Hispanic White","Yes","12-13",">30","Extremely dense","Yes","Post-menopausal","25-29.99","No","No",1
2017,"50-54","Hispanic","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",9
2017,"55-59","Native American","No","<12","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2015,"50-54","Non-Hispanic White","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",12
2015,"45-49","Non-Hispanic White","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","35+","No","No",1
2016,"70-74","Non-Hispanic White","Yes","<12","20-24","Almost entirely fat","No","Post-menopausal","35+","Yes","No",2
2013,"75-79","Non-Hispanic White","No","12-13","25-29","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",2
2015,"30-34","Non-Hispanic Black","No","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",1
2016,"70-74","Non-Hispanic White","Yes",">14","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
2013,"70-74","Asian/Pacific Islander","Yes","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","Yes",1
2014,"40-44","Non-Hispanic White","Yes","12-13",">30","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","No","No",8
2014,"50-54","Asian/Pacific Islander","No",">14","20-24","Extremely dense","No","Post-menopausal","10-24.99","No","No",4
2017,"70-74","Asian/Pacific Islander","Yes","12-13","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
2017,"70-74","Non-Hispanic Black","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
2014,"80-84","Non-Hispanic White","No",">14","25-29","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",3
2013,"70-74","Non-Hispanic White","Yes","12-13","<20","Almost entirely fat","No","Post-menopausal","30-34.99","No","Yes",1
2014,">85","Non-Hispanic White","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",2
2016,">85","Non-Hispanic Black","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2015,"40-44","Non-Hispanic White","No","<12","20-24","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","Yes","No",1
2015,"80-84","Non-Hispanic Black","Yes",">14","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",1
2015,"55-59","Non-Hispanic White","No","12-13",">30","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",13
2016,"30-34","Hispanic","No","<12","25-29","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",2
2015,"55-59","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Surgical Menopause","30-34.99","Yes","No",1
2017,"55-59","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","Yes","Post-menopausal","10-24.99","Yes","No",1
2016,"40-44","Hispanic","No","12-13",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","Yes","No",2
2014,"50-54","Hispanic","No","12-13","20-24","Almost entirely fat","No","Pre- or Peri-menopausal","35+","No","No",2
2014,"70-74","Non-Hispanic White","No",">14","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",2
2013,"60-64","Hispanic","No","<12",">30","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
2016,"65-69","Hispanic","No","12-13","20-24","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","No",2
2016,"60-64","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",20
2017,"45-49","Non-Hispanic White","Yes",">14","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","No","No",1
2014,"70-74","Non-Hispanic Black","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
2016,"50-54","Non-Hispanic Black","No","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",9
2014,"75-79","Non-Hispanic Black","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",6
2015,"50-54","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",12
2013,"75-79","Non-Hispanic Black","No",">14","25-29","Heterogeneously dense","Yes","Post-menopausal","25-29.99","No","No",1
2013,"70-74","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",19
2014,"50-54","Non-Hispanic White","No","<12","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",10
2017,"40-44","Non-Hispanic White","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
2017,"45-49","Non-Hispanic Black","No","<12","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","Yes",1
2015,"40-44","Non-Hispanic Black","No","12-13","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","No",2
2015,"60-64","Non-Hispanic White","Yes",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","Yes",1
2013,"55-59","Hispanic","No",">14","25-29","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",1
2013,"55-59","Non-Hispanic Black","No","<12","20-24","Heterogeneously dense","No","Surgical Menopause","30-34.99","Yes","No",1
2017,"55-59","Non-Hispanic White","No","12-13","20-24","Heterogeneously dense","No","Surgical Menopause","35+","No","No",3
2015,"65-69","Asian/Pacific Islander","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",5
2017,"70-74","Non-Hispanic White","Yes","12-13",">30","Almost entirely fat","Yes","Post-menopausal","10-24.99","No","No",1
2017,"70-74","Non-Hispanic White","No","12-13",">30","Heterogeneously dense","No","Post-menopausal","35+","No","No",2
2015,"35-39","Non-Hispanic Black","No","<12",">30","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","No","No",1
2017,"50-54","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","Yes",1
2015,"70-74","Non-Hispanic White","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","35+","Yes","Yes",1
2016,"80-84","Asian/Pacific Islander","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",1
2015,"80-84","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",3
2016,"60-64","Asian/Pacific Islander","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",1
2014,"55-59","Non-Hispanic White","No","<12","Nulliparous","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",8
2017,"60-64","Native American","No","12-13","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",2
2014,"65-69","Asian/Pacific Islander","No",">14",">30","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",7
2013,"70-74","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",29
2017,"50-54","Non-Hispanic White","Yes","<12","20-24","Almost entirely fat","No","Surgical Menopause","35+","No","No",2
2014,"55-59","Non-Hispanic Black","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2016,"50-54","Non-Hispanic Black","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",9
2016,"60-64","Non-Hispanic White","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",25
2017,"60-64","Non-Hispanic White","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",2
2016,"55-59","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",2
2014,"55-59","Hispanic","No","12-13","<20","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","Yes",1
2017,"65-69","Non-Hispanic White","Yes","<12","Nulliparous","Heterogeneously dense","Yes","Post-menopausal","10-24.99","No","No",1
2014,"50-54","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",6
2015,"40-44","Hispanic","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",1
2016,"50-54","Non-Hispanic White","No","<12",">30","Scattered fibroglandular densities","Yes","Post-menopausal","25-29.99","Yes","No",1
2013,"55-59","Non-Hispanic White","Yes","12-13",">30","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","No",2
2014,"50-54","Non-Hispanic White","No","12-13","25-29","Scattered fibroglandular densities","No","Surgical Menopause","35+","Yes","No",2
2015,"60-64","Asian/Pacific Islander","No","12-13","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","10-24.99","No","No",2
2014,"45-49","Non-Hispanic Black","Yes","<12","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",3
2013,"80-84","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","Yes",9
2015,"55-59","Asian/Pacific Islander","Yes",">14",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2014,"50-54","Non-Hispanic Black","Yes","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
2017,"55-59","Native American","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","Yes",1
2015,"50-54","Non-Hispanic White","No","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",1
2017,"50-54","Hispanic","Yes","<12","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",1
2014,">85","Non-Hispanic White","No","12-13","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","Yes",2
2016,"55-59","Hispanic","No","<12","<20","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",5
2015,"75-79","Non-Hispanic White","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",2
2015,"40-44","Non-Hispanic White","Yes","<12",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",5
2016,"45-49","Non-Hispanic White","No","12-13","<20","Heterogeneously dense","No","Surgical Menopause","35+","Yes","No",1
2015,"65-69","Hispanic","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",9
2015,"80-84","Non-Hispanic White","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",19
2013,"65-69","Other/Mixed","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",3
2015,"35-39","Asian/Pacific Islander","No",">14",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","Yes","Yes",1
2014,"55-59","Non-Hispanic White","Yes",">14","25-29","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",2
2013,"65-69","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",14
2016,"50-54","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
2016,"40-44","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","Yes","No",2
2016,"50-54","Non-Hispanic White","Yes","12-13","20-24","Almost entirely fat","No","Surgical Menopause","30-34.99","No","No",1
2013,"60-64","Other/Mixed","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",4
2017,"45-49","Non-Hispanic Black","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",1
2015,"45-49","Non-Hispanic White","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","Yes","No",5
2013,"70-74","Non-Hispanic Black","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",8
2017,"40-44","Non-Hispanic White","No","<12","<20","Heterogeneously dense","No","Post-menopausal","35+","No","No",2
2013,">85","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",1
2013,"65-69","Hispanic","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",1
2015,"60-64","Non-Hispanic White","No","12-13",">30","Extremely dense","No","Post-menopausal","10-24.99","Yes","Yes",2
2013,"65-69","Non-Hispanic Black","No","<12","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",2
2017,"45-49","Non-Hispanic Black","Yes","<12","20-24","Almost entirely fat","No","Pre- or Peri-menopausal","35+","No","No",3
2013,"55-59","Asian/Pacific Islander","No",">14",">30","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","Yes","Yes",1
2015,"40-44","Asian/Pacific Islander","Yes","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","Yes","No",1
2017,"40-44","Native American","No","12-13","20-24","Extremely dense","No","Pre- or Peri-menopausal","30-34.99","No","No",2
2013,"60-64","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","Yes","Post-menopausal","10-24.99","No","No",2
2016,"40-44","Non-Hispanic White","Yes","<12","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",5
2017,"50-54","Other/Mixed","No",">14",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
2015,"50-54","Non-Hispanic White","No","12-13",">30","Scattered fibroglandular densities","Yes","Post-menopausal","30-34.99","No","No",1
2016,"80-84","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","35+","No","No",1
2014,"70-74","Other/Mixed","No",">14","25-29","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
2015,"65-69","Non-Hispanic White","No","12-13","25-29","Scattered fibroglandular densities","Yes","Post-menopausal","10-24.99","No","No",6
2013,"65-69","Hispanic","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
2013,"60-64","Non-Hispanic White","No","<12","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",5
2017,"75-79","Hispanic","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
2014,"55-59","Asian/Pacific Islander","No",">14","Nulliparous","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
2017,"65-69","Hispanic","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",4
2015,"50-54","Non-Hispanic Black","No","<12","Nulliparous","Almost entirely fat","No","Surgical Menopause","35+","No","No",4
2014,"80-84","Non-Hispanic White","Yes",">14","<20","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
2017,"55-59","Non-Hispanic Black","No","<12","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",13
2015,"50-54","Hispanic","Yes","12-13","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",2
2015,"40-44","Non-Hispanic White","Yes","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",9
2013,"55-59","Non-Hispanic Black","No","12-13","Nulliparous","Heterogeneously dense","Yes","Post-menopausal","10-24.99","Yes","No",1
2017,"60-64","Non-Hispanic White","No","<12","Nulliparous","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",7
2017,"50-54","Hispanic","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
2017,"45-49","Native American","No","12-13","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",4
2017,"65-69","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","No","Post-menopausal","35+","Yes","No",1
2017,"65-69","Non-Hispanic White","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","35+","Yes","Yes",2
2014,"70-74","Non-Hispanic White","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",19
2017,"45-49","Non-Hispanic White","Yes","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",2
2014,"75-79","Non-Hispanic White","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",15
2014,">85","Hispanic","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
2017,"45-49","Native American","No","<12","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",1
2013,">85","Non-Hispanic White","No",">14","25-29","Extremely dense","No","Post-menopausal","10-24.99","No","No",1
2015,"60-64","Asian/Pacific Islander","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",3
2015,"60-64","Asian/Pacific Islander","No",">14","Nulliparous","Extremely dense","No","Post-menopausal","10-24.99","Yes","Yes",1
2015,"55-59","Hispanic","No","12-13","25-29","Extremely dense","No","Post-menopausal","10-24.99","No","No",2
2016,"65-69","Asian/Pacific Islander","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
2013,"70-74","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","30-34.99","No","Yes",4
2014,"80-84","Hispanic","No","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","35+","No","Yes",1
2015,"55-59","Native American","No","12-13",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",2
2016,"55-59","Non-Hispanic Black","No",">14","<20","Extremely dense","No","Post-menopausal","10-24.99","No","No",3
