"X","Year","Age_Group","Race_Ethnicity","First_Degree_History","Age_Menarche","Age_First_Birth","Breast_Density","Hormone_Replacement_Therapy","Menopause_Status","BMI_Group","Biopsy_History","Breast_Cancer_History","Count"
4492,2017,"45-49","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",23
4594,2017,"50-54","Hispanic","No","12-13",">30","Extremely dense","No","Post-menopausal","25-29.99","No","No",1
751,2013,"65-69","Non-Hispanic Black","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",2
3649,2015,"45-49","Non-Hispanic Black","No","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","Yes",1
2992,2016,"75-79","Non-Hispanic White","No","<12","25-29","Extremely dense","No","Post-menopausal","35+","Yes","Yes",1
1429,2016,"55-59","Non-Hispanic White","Yes",">14","Nulliparous","Extremely dense","No","Surgical Menopause","10-24.99","No","No",2
1418,2017,"30-34","Non-Hispanic Black","No","<12","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
2799,2015,"65-69","Non-Hispanic White","Yes",">14","Nulliparous","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","Yes",1
1532,2013,"75-79","Hispanic","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",1
817,2017,"55-59","Hispanic","No","<12","20-24","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","No",1
4739,2014,"45-49","Non-Hispanic Black","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
178,2017,"70-74","Non-Hispanic White","Yes","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",4
3253,2016,"35-39","Non-Hispanic Black","No",">14","<20","Extremely dense","No","Pre- or Peri-menopausal","35+","No","No",3
3223,2015,"45-49","Non-Hispanic Black","Yes","<12","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","Yes","No",1
2323,2015,"80-84","Non-Hispanic White","Yes","12-13","20-24","Extremely dense","No","Post-menopausal","25-29.99","Yes","Yes",1
3107,2013,"65-69","Non-Hispanic Black","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",4
3765,2014,"80-84","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
691,2015,">85","Non-Hispanic White","No",">14","25-29","Extremely dense","No","Post-menopausal","10-24.99","No","No",1
4665,2017,"45-49","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","Yes","Post-menopausal","35+","No","No",1
69,2016,"55-59","Hispanic","No",">14",">30","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",5
3636,2013,"65-69","Asian/Pacific Islander","Yes","12-13","Nulliparous","Extremely dense","No","Post-menopausal","30-34.99","No","No",1
2759,2016,"80-84","Non-Hispanic Black","Yes","12-13","20-24","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","No",1
1986,2015,"50-54","Hispanic","No",">14","20-24","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","No","No",2
136,2016,"55-59","Hispanic","Yes","12-13","20-24","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","No",3
2447,2016,"75-79","Non-Hispanic Black","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",6
2348,2015,"65-69","Non-Hispanic White","Yes","12-13",">30","Almost entirely fat","Yes","Post-menopausal","10-24.99","No","No",1
1031,2014,"45-49","Non-Hispanic White","Yes",">14","<20","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",2
4553,2013,"60-64","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","Yes","Post-menopausal","35+","Yes","No",2
1515,2014,"80-84","Other/Mixed","Yes","12-13","20-24","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",1
359,2016,"30-34","Native American","No","<12","Nulliparous","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2587,2016,"55-59","Asian/Pacific Islander","No","12-13",">30","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",2
4451,2014,"55-59","Hispanic","No",">14",">30","Almost entirely fat","No","Post-menopausal","35+","No","No",1
4326,2013,"60-64","Hispanic","No","12-13","20-24","Heterogeneously dense","Yes","Post-menopausal","25-29.99","Yes","No",1
1781,2014,"55-59","Asian/Pacific Islander","Yes","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
1428,2014,"65-69","Hispanic","Yes",">14","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
1749,2014,"55-59","Non-Hispanic White","No","12-13",">30","Heterogeneously dense","No","Surgical Menopause","35+","No","No",3
3624,2013,"55-59","Hispanic","No","12-13","<20","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",3
1771,2013,"60-64","Other/Mixed","Yes",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
1531,2015,"80-84","Non-Hispanic White","No","<12","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",2
4948,2014,"50-54","Non-Hispanic White","No",">14",">30","Extremely dense","No","Surgical Menopause","25-29.99","No","No",1
3671,2015,"35-39","Other/Mixed","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",1
1715,2016,"80-84","Hispanic","No",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
1294,2015,"80-84","Non-Hispanic White","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","No","Yes",1
2314,2015,"55-59","Non-Hispanic White","Yes",">14",">30","Heterogeneously dense","No","Post-menopausal","30-34.99","No","Yes",1
818,2014,"55-59","Asian/Pacific Islander","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2321,2015,"50-54","Non-Hispanic White","Yes",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",2
2283,2013,"75-79","Non-Hispanic White","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
3926,2016,"65-69","Non-Hispanic White","Yes",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","Yes",1
1058,2016,"60-64","Other/Mixed","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",3
4830,2017,"60-64","Non-Hispanic Black","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",7
2592,2015,"40-44","Non-Hispanic White","Yes",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
3577,2016,"55-59","Non-Hispanic White","No","12-13","25-29","Almost entirely fat","No","Pre- or Peri-menopausal","35+","No","No",2
2587,2016,"55-59","Asian/Pacific Islander","No","12-13",">30","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",2
1397,2015,"80-84","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",9
4512,2017,"60-64","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","35+","No","No",4
5000,2016,"50-54","Non-Hispanic Black","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","35+","No","No",1
2557,2016,"70-74","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",2
1039,2013,"75-79","Other/Mixed","Yes",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
798,2013,"65-69","Non-Hispanic Black","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",2
437,2016,"45-49","Non-Hispanic Black","No",">14","<20","Heterogeneously dense","No","Surgical Menopause","35+","No","No",3
1419,2014,"80-84","Hispanic","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
1491,2013,"55-59","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","No","Surgical Menopause","25-29.99","Yes","No",1
1244,2015,"65-69","Non-Hispanic Black","No","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",2
3902,2017,"60-64","Hispanic","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
4560,2016,"55-59","Non-Hispanic Black","No","<12","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",4
4037,2015,"50-54","Non-Hispanic White","Yes","12-13","Nulliparous","Almost entirely fat","No","Pre- or Peri-menopausal","30-34.99","No","No",3
4532,2015,"55-59","Non-Hispanic White","No",">14","<20","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",4
167,2014,"55-59","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Surgical Menopause","10-24.99","Yes","No",2
1249,2017,"50-54","Non-Hispanic White","No","12-13","20-24","Heterogeneously dense","No","Surgical Menopause","35+","No","No",3
1436,2017,"75-79","Non-Hispanic White","No","12-13","Nulliparous","Almost entirely fat","No","Post-menopausal","10-24.99","No","Yes",1
3372,2017,"35-39","Non-Hispanic White","No",">14","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",3
2351,2015,"60-64","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",7
3099,2016,"35-39","Non-Hispanic White","No","12-13","25-29","Extremely dense","No","Surgical Menopause","30-34.99","No","No",1
2163,2016,"75-79","Asian/Pacific Islander","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
3901,2013,"80-84","Non-Hispanic White","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",2
1740,2017,"50-54","Non-Hispanic Black","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",4
1326,2013,"75-79","Non-Hispanic Black","Yes","12-13","<20","Almost entirely fat","No","Post-menopausal","35+","No","No",2
899,2016,"30-34","Hispanic","No","12-13","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
604,2017,"40-44","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","Yes","Yes",1
229,2017,"80-84","Non-Hispanic Black","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
3213,2014,"75-79","Asian/Pacific Islander","No","12-13","25-29","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",1
4611,2015,"40-44","Non-Hispanic Black","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",4
3423,2014,"45-49","Non-Hispanic Black","No","<12","20-24","Heterogeneously dense","No","Surgical Menopause","30-34.99","Yes","No",1
708,2016,"45-49","Native American","No","<12","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",1
1850,2017,"45-49","Asian/Pacific Islander","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2134,2015,"55-59","Non-Hispanic Black","Yes","12-13",">30","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",1
2287,2016,"60-64","Asian/Pacific Islander","Yes","12-13","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
2664,2013,"65-69","Other/Mixed","Yes","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
4638,2015,"70-74","Non-Hispanic White","Yes",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",5
4835,2017,"45-49","Non-Hispanic White","Yes","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","Yes","No",2
410,2016,"80-84","Hispanic","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
1131,2016,"55-59","Non-Hispanic Black","No","12-13","<20","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","No","No",1
497,2015,"55-59","Non-Hispanic Black","No","12-13","Nulliparous","Almost entirely fat","No","Pre- or Peri-menopausal","35+","No","No",1
3435,2014,"50-54","Non-Hispanic Black","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
2942,2015,"60-64","Other/Mixed","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",3
4796,2016,"30-34","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2493,2016,"45-49","Hispanic","No","<12","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",13
3387,2015,"50-54","Asian/Pacific Islander","No","12-13","Nulliparous","Extremely dense","No","Post-menopausal","25-29.99","No","No",1
4754,2017,"50-54","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","Yes",1
161,2014,"50-54","Non-Hispanic White","No",">14","Nulliparous","Extremely dense","Yes","Post-menopausal","10-24.99","No","No",4
4003,2017,"55-59","Hispanic","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
2321,2015,"50-54","Non-Hispanic White","Yes",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",2
4792,2017,"50-54","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",2
3653,2014,"50-54","Hispanic","No","<12","20-24","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","No",1
2290,2015,"40-44","Hispanic","No","12-13","20-24","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",3
4150,2013,"75-79","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Post-menopausal","30-34.99","No","Yes",1
2953,2014,"50-54","Other/Mixed","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2735,2017,"70-74","Non-Hispanic White","Yes","<12","Nulliparous","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
3706,2014,"45-49","Non-Hispanic White","No",">14",">30","Extremely dense","No","Pre- or Peri-menopausal","30-34.99","Yes","No",1
1822,2015,"75-79","Asian/Pacific Islander","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",2
2976,2014,"55-59","Non-Hispanic White","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",12
501,2017,"35-39","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
1389,2017,"55-59","Non-Hispanic White","Yes","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
4905,2015,"50-54","Non-Hispanic Black","No",">14",">30","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",2
4492,2017,"45-49","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",23
4665,2017,"45-49","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","Yes","Post-menopausal","35+","No","No",1
4230,2015,"40-44","Non-Hispanic Black","Yes",">14","20-24","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",1
961,2017,"50-54","Non-Hispanic White","Yes","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
2126,2017,"50-54","Non-Hispanic White","No",">14","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",30
2657,2014,"55-59","Non-Hispanic White","No","12-13","Nulliparous","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",8
1907,2015,"45-49","Hispanic","No",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","No","No",4
1115,2014,"55-59","Non-Hispanic White","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",25
429,2014,"75-79","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",14
3933,2015,"65-69","Non-Hispanic White","No","<12","Nulliparous","Extremely dense","No","Post-menopausal","25-29.99","Yes","No",1
829,2016,"45-49","Non-Hispanic Black","No",">14","25-29","Almost entirely fat","No","Pre- or Peri-menopausal","30-34.99","No","No",1
569,2015,"40-44","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","Yes","Yes",2
341,2014,"75-79","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","Yes",8
4775,2014,"45-49","Non-Hispanic White","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",7
3751,2013,"65-69","Hispanic","No","12-13",">30","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",5
2930,2014,"80-84","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",7
4560,2016,"55-59","Non-Hispanic Black","No","<12","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",4
2503,2013,"80-84","Hispanic","No",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
3838,2015,"55-59","Non-Hispanic White","No",">14","Nulliparous","Almost entirely fat","No","Surgical Menopause","10-24.99","No","No",1
116,2016,"70-74","Hispanic","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",3
1931,2014,"45-49","Hispanic","No","<12","<20","Almost entirely fat","Yes","Post-menopausal","35+","No","No",1
4077,2015,"70-74","Non-Hispanic Black","No","12-13","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",3
4578,2014,"60-64","Asian/Pacific Islander","Yes",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",1
2252,2014,"65-69","Hispanic","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",4
3289,2016,"45-49","Hispanic","No",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
4387,2014,"50-54","Non-Hispanic Black","No","12-13","<20","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",5
1468,2015,">85","Non-Hispanic White","No","12-13","25-29","Scattered fibroglandular densities","Yes","Post-menopausal","30-34.99","No","No",1
2686,2017,"60-64","Hispanic","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
373,2013,"55-59","Non-Hispanic White","Yes",">14","20-24","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",2
2027,2016,"80-84","Hispanic","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","Yes",1
895,2014,"75-79","Hispanic","No","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",10
2724,2016,"70-74","Non-Hispanic Black","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",2
286,2015,"50-54","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","Yes","No",2
2559,2017,"70-74","Non-Hispanic White","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",22
2144,2013,"70-74","Non-Hispanic White","No","<12","20-24","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","No",2
3206,2014,"45-49","Hispanic","Yes","12-13","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",1
3159,2016,">85","Non-Hispanic Black","Yes","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","Yes",1
102,2014,"45-49","Hispanic","No",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",8
688,2016,"60-64","Hispanic","No",">14","25-29","Almost entirely fat","No","Post-menopausal","35+","No","No",2
3369,2015,"55-59","Non-Hispanic Black","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",8
2593,2016,"40-44","Non-Hispanic White","Yes","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",5
4588,2017,"60-64","Non-Hispanic White","No","12-13","25-29","Extremely dense","No","Post-menopausal","25-29.99","Yes","Yes",2
399,2014,"65-69","Non-Hispanic White","Yes","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",4
3027,2014,"50-54","Non-Hispanic White","Yes","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2413,2017,"60-64","Non-Hispanic White","No","<12","Nulliparous","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",10
4814,2013,"65-69","Non-Hispanic White","No","12-13","Nulliparous","Extremely dense","No","Post-menopausal","35+","Yes","No",2
3336,2016,"50-54","Non-Hispanic White","Yes",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",4
4773,2017,"80-84","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",4
4786,2017,"55-59","Other/Mixed","No","12-13",">30","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",1
4821,2014,"35-39","Non-Hispanic White","No",">14","Nulliparous","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
1222,2017,"40-44","Hispanic","Yes","<12","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","No","No",1
3860,2013,"55-59","Asian/Pacific Islander","No","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
1686,2014,"45-49","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","35+","Yes","No",1
1182,2017,"65-69","Non-Hispanic Black","Yes","12-13","25-29","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",1
3450,2016,"55-59","Non-Hispanic Black","No","12-13","<20","Heterogeneously dense","No","Surgical Menopause","10-24.99","Yes","No",2
2430,2014,"45-49","Non-Hispanic White","No","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",2
1129,2014,"40-44","Non-Hispanic White","No","<12","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",23
4560,2016,"55-59","Non-Hispanic Black","No","<12","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",4
3342,2014,"50-54","Other/Mixed","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
93,2016,"45-49","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","No","No",34
2260,2016,"80-84","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",66
760,2016,"60-64","Asian/Pacific Islander","Yes","12-13","Nulliparous","Extremely dense","No","Post-menopausal","10-24.99","Yes","Yes",1
4704,2014,"45-49","Hispanic","No","<12","<20","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",1
1988,2015,"45-49","Hispanic","No","<12","20-24","Almost entirely fat","No","Pre- or Peri-menopausal","30-34.99","No","No",2
2110,2015,"75-79","Non-Hispanic Black","Yes","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
4219,2016,"45-49","Non-Hispanic Black","Yes","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
602,2016,"45-49","Asian/Pacific Islander","No","12-13",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",5
3504,2013,"65-69","Non-Hispanic White","No",">14",">30","Almost entirely fat","No","Post-menopausal","35+","No","No",1
1415,2017,"45-49","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","Yes","No",3
177,2015,"70-74","Non-Hispanic Black","Yes","12-13","20-24","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",3
1494,2016,"60-64","Native American","No","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","Yes",1
3389,2017,"70-74","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Post-menopausal","30-34.99","No","Yes",1
3166,2016,"45-49","Non-Hispanic White","No","<12","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","Yes",4
3077,2017,"55-59","Non-Hispanic White","No","12-13","25-29","Extremely dense","No","Surgical Menopause","25-29.99","No","No",1
1418,2017,"30-34","Non-Hispanic Black","No","<12","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
1354,2014,"55-59","Non-Hispanic White","No",">14","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","Yes","No",2
3589,2016,"70-74","Hispanic","No","12-13","Nulliparous","Almost entirely fat","No","Post-menopausal","35+","No","No",1
3814,2014,"45-49","Asian/Pacific Islander","Yes","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
4542,2014,"40-44","Non-Hispanic Black","No","<12","20-24","Extremely dense","No","Surgical Menopause","35+","No","No",1
3758,2016,"60-64","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",3
362,2017,"75-79","Asian/Pacific Islander","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
2333,2015,"70-74","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",3
731,2015,"35-39","Non-Hispanic Black","No","12-13","Nulliparous","Almost entirely fat","No","Pre- or Peri-menopausal","35+","No","No",2
2503,2013,"80-84","Hispanic","No",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
4134,2016,"55-59","Non-Hispanic White","Yes","12-13",">30","Scattered fibroglandular densities","No","Surgical Menopause","25-29.99","No","No",4
2086,2015,"50-54","Non-Hispanic White","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
1415,2017,"45-49","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","Yes","No",3
1275,2015,"50-54","Non-Hispanic Black","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",1
4947,2015,"50-54","Hispanic","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",2
1751,2017,"75-79","Non-Hispanic Black","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",2
996,2015,"45-49","Non-Hispanic Black","No",">14","25-29","Extremely dense","No","Surgical Menopause","10-24.99","No","No",1
5,2017,"55-59","Hispanic","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",2
2875,2013,"70-74","Hispanic","Yes",">14","20-24","Almost entirely fat","No","Post-menopausal","35+","No","No",1
4884,2013,"65-69","Non-Hispanic White","Yes",">14","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","No","Yes",1
4796,2016,"30-34","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",1
1012,2016,"70-74","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","Yes",1
4681,2017,"40-44","Hispanic","No",">14","20-24","Extremely dense","No","Pre- or Peri-menopausal","35+","No","No",1
